City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,San Patricio,US,28.017,-97.5169,82.26,95,65,5.82,broken clouds
345,Medicine Hat,CA,50.0501,-110.6683,64.11,55,1,3.0,clear sky
346,Dharchula,IN,29.85,80.5333,78.76,88,100,1.81,overcast clouds
347,Tucuman,AR,-26.8241,-65.2226,42.8,87,0,6.91,smoke
348,Balad,IQ,34.0164,44.1453,118.54,9,0,17.56,clear sky
349,Kununurra,AU,-15.7667,128.7333,87.78,29,57,3.44,broken clouds
350,Vychegodskiy,RU,61.247,46.8984,71.56,50,82,10.36,broken clouds
351,Broken Hill,AU,-31.95,141.4333,54.95,47,3,10.78,clear sky
352,Zima,RU,53.9202,102.0442,81.81,32,98,9.82,overcast clouds
353,San Felipe,VE,10.3399,-68.7425,70.29,95,71,1.88,broken clouds
354,Kemijarvi,FI,66.7131,27.4306,66.51,55,87,6.17,overcast clouds
355,Damavand,IR,35.7178,52.065,88.56,23,1,7.31,clear sky
356,La Rioja,ES,42.25,-2.5,65.05,58,10,6.11,clear sky
357,Bagotville,AU,-28.9833,153.4167,59.02,60,100,8.86,overcast clouds
358,Esso,RU,55.9333,158.7,70.79,78,99,2.71,overcast clouds
359,Nyimba,ZM,-14.5566,30.8149,70.07,36,14,11.45,few clouds
360,Zboriste,BA,45.1458,16.0178,79.18,41,81,5.84,broken clouds
361,Tukums,LV,56.9669,23.1553,81.75,35,7,7.81,clear sky
362,Turayf,SA,31.6725,38.6637,104.25,21,0,11.5,clear sky
363,Moose Factory,CA,51.2585,-80.6094,50.0,93,90,9.22,overcast clouds
364,Zaysan,KZ,47.4667,84.8667,94.06,18,59,16.17,broken clouds
365,Benguela,AO,-12.5763,13.4055,77.43,60,10,5.97,clear sky
366,Yeppoon,AU,-23.1333,150.7333,58.78,54,2,6.46,clear sky
367,Hauterive,FR,46.0901,3.4459,72.36,70,77,4.5,broken clouds
368,Huarmey,PE,-10.0681,-78.1522,63.48,89,7,8.77,clear sky
369,Zhigansk,RU,66.7697,123.3711,68.83,79,45,9.95,scattered clouds
370,Russell,US,32.3502,-85.1999,76.23,91,1,0.0,mist
371,Maningrida,AU,-12.0667,134.2667,76.89,74,97,11.1,overcast clouds
372,Royan,FR,45.6285,-1.0281,70.09,74,29,8.99,scattered clouds
373,Chase,CA,50.8165,-119.6857,68.88,82,3,1.57,clear sky
374,Boaco,NI,12.4722,-85.6586,69.8,98,100,4.61,overcast clouds
375,Ambilobe,MG,-13.2,49.05,89.08,28,9,2.68,clear sky
376,Paamiut,GL,61.994,-49.6678,46.81,67,100,8.7,overcast clouds
377,Miraflores,MX,19.2167,-98.8083,60.03,87,17,1.83,few clouds
378,Okinawa,JP,26.3358,127.8014,85.19,85,90,10.0,overcast clouds
379,Koumac,NC,-20.5667,164.2833,68.7,73,57,13.27,broken clouds
380,Victoria,HK,22.2855,114.1577,93.22,82,80,1.01,broken clouds
381,Deputatskiy,RU,69.3,139.9,53.33,76,100,4.25,overcast clouds
382,Mayo,US,38.8876,-76.5119,77.22,93,1,0.0,clear sky
383,Chingola,ZM,-12.529,27.8838,62.85,37,7,10.89,clear sky
384,Ilhabela,BR,-23.7781,-45.3581,66.11,50,0,4.9,clear sky
385,Bridlington,GB,54.0831,-0.1919,69.06,79,100,1.39,overcast clouds
386,Barcelona,ES,41.3888,2.159,82.56,60,20,1.01,few clouds
387,Agogo,GH,6.8,-1.0819,74.84,68,33,6.26,scattered clouds
388,Caravelas,BR,-17.7125,-39.2481,68.27,87,86,3.33,overcast clouds
389,Miri,MY,4.4148,114.0089,86.14,74,40,4.61,light rain
390,Tarakan,ID,3.3,117.6333,85.5,70,20,3.44,few clouds
391,Vila,PT,42.0304,-8.1588,60.69,76,2,4.45,clear sky
392,Alta Floresta,BR,-9.8756,-56.0861,65.08,60,8,3.65,clear sky
393,The Valley,AI,18.217,-63.0578,82.26,79,100,20.8,overcast clouds
394,Fare,PF,-16.7,-151.0167,78.12,74,40,12.08,scattered clouds
395,Bandarbeyla,SO,9.4942,50.8122,89.13,42,20,28.86,few clouds
396,Bhind,IN,26.5642,78.7883,97.27,43,100,8.08,overcast clouds
397,Uzunovo,RU,54.5386,38.6173,75.58,38,0,5.37,clear sky
398,Mugan,CN,35.9404,101.3842,68.97,54,65,5.57,broken clouds
399,Pangai,TO,-19.8,-174.35,76.82,79,33,6.2,scattered clouds
400,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,71.08,98,100,2.24,overcast clouds
401,Rio Gallegos,AR,-51.6226,-69.2181,33.85,100,75,6.91,light snow
402,Chuy,UY,-33.6971,-53.4616,54.46,90,100,9.8,overcast clouds
403,Salalah,OM,17.0151,54.0924,84.29,74,75,14.97,broken clouds
404,Payo,ID,-3.7508,103.6372,88.74,46,7,5.23,clear sky
405,Providencia,MX,28.7167,-111.5833,84.25,60,0,6.91,clear sky
406,Milkovo,RU,54.7167,158.6167,74.14,71,100,7.27,overcast clouds
407,Ammon,US,43.4696,-111.9666,59.95,65,1,0.0,clear sky
408,Nurota,UZ,40.5614,65.6886,107.69,13,0,23.71,clear sky
409,Shama,CN,33.6102,104.2852,57.96,97,100,3.56,overcast clouds
410,Kota Belud,MY,6.351,116.4305,89.46,68,21,9.53,few clouds
411,Port-Gentil,GA,-0.7193,8.7815,80.56,74,40,10.36,scattered clouds
412,Hirara,JP,24.8,125.2833,86.27,89,75,9.22,broken clouds
413,Lachi,PK,33.3833,71.3386,97.34,33,2,2.39,clear sky
414,Balykshi,KZ,47.0667,51.8667,87.8,20,0,15.66,clear sky
415,Monrovia,LR,6.3005,-10.7969,77.36,79,88,6.35,overcast clouds
416,Urumqi,CN,43.801,87.6005,92.35,16,0,8.95,clear sky
417,Keflavik,IS,64.0049,-22.5624,50.43,93,75,18.41,broken clouds
418,Ponta Delgada,PT,37.7333,-25.6667,70.52,78,75,11.5,broken clouds
419,Barisal,BD,22.7019,90.3711,90.23,68,100,5.46,overcast clouds
420,Innisfail,AU,-17.5333,146.0333,67.14,75,41,5.59,scattered clouds
421,Tiznit,MA,29.5833,-9.5,77.4,40,0,5.5,clear sky
422,Anaconda,US,46.1285,-112.9423,64.02,25,59,4.92,broken clouds
423,Chernyshevskiy,RU,63.0128,112.4714,86.58,28,0,4.36,clear sky
424,Rosarito,MX,32.3333,-117.0333,70.39,86,86,3.56,overcast clouds
425,Saint Austell,GB,50.3383,-4.7658,75.02,94,75,8.05,mist
426,Karpathos,GR,35.507,27.2132,82.36,83,20,32.21,few clouds
427,Pisco,PE,-13.7,-76.2167,56.01,82,20,3.44,few clouds
428,Adre,TD,13.4667,22.2,77.67,64,98,3.27,overcast clouds
429,Shitkino,RU,56.3703,98.3543,86.13,36,100,6.17,overcast clouds
430,Yenagoa,NG,4.9247,6.2642,80.17,67,96,6.15,overcast clouds
431,Qostanay,KZ,53.1667,63.5833,70.09,40,0,13.42,clear sky
432,Bratsk,RU,56.1325,101.6142,84.69,35,13,4.09,few clouds
433,Cockburn Town,TC,21.4612,-71.1419,81.91,83,20,15.46,few clouds
434,Antalaha,MG,-14.9003,50.2788,72.66,75,95,13.94,light rain
435,Qarqin,AF,37.4185,66.0436,111.38,8,0,5.68,clear sky
436,Baruun-Urt,MN,46.6806,113.2792,69.73,47,100,10.33,overcast clouds
437,Castro-Urdiales,ES,43.3829,-3.2204,71.35,74,66,6.11,broken clouds
438,Beloha,MG,-25.1667,45.05,67.55,59,24,20.04,light rain
439,Bereda,ES,43.2686,-7.5406,69.42,96,62,2.89,broken clouds
440,Vanavara,RU,60.34,102.2797,88.59,28,33,8.77,scattered clouds
441,Moyale,KE,3.5167,39.0584,73.87,42,59,18.77,broken clouds
442,Novikovo,RU,51.1537,37.8879,80.8,36,2,6.11,clear sky
443,Paonta Sahib,IN,30.45,77.6167,82.51,81,100,2.95,overcast clouds
444,Worland,US,44.0169,-107.9554,80.6,28,1,8.05,clear sky
445,Nome,US,64.5011,-165.4064,48.27,93,90,10.36,moderate rain
446,Albanel,CA,48.8832,-72.4487,59.14,94,76,0.0,broken clouds
447,Dunedin,NZ,-45.8742,170.5036,49.8,84,100,1.01,light rain
448,Tambura,SS,5.6,27.4667,77.92,67,100,2.93,overcast clouds
449,Saint-Augustin,CA,51.226,-58.6502,54.84,90,20,3.98,few clouds
450,Zonalnaya Stantsiya,RU,56.4269,85.0221,80.71,61,40,8.95,light rain
451,Lomovka,RU,53.9194,58.3672,67.12,35,40,6.13,scattered clouds
452,Jega,NG,12.2175,4.3792,80.65,73,100,9.86,overcast clouds
453,Yinchuan,CN,38.4681,106.2731,90.45,20,98,6.55,overcast clouds
454,Alindao,CF,5.0267,21.2088,80.35,69,98,4.59,light rain
455,Peruibe,BR,-24.32,-46.9983,62.74,50,0,4.97,clear sky
456,Krasnyy,RU,54.5678,31.4333,78.33,47,32,5.97,scattered clouds
457,Ashqelon,IL,31.6693,34.5715,93.4,64,6,10.33,clear sky
458,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,54.36,92,100,9.6,overcast clouds
459,Steamboat Springs,US,40.485,-106.8317,62.19,62,1,0.0,clear sky
460,Pechenga,RU,69.5259,31.1703,52.66,69,100,14.81,overcast clouds
461,Isabela,PH,6.7085,121.9711,84.9,73,97,6.69,overcast clouds
462,Mantua,IT,45.1667,10.7833,84.34,62,13,1.99,few clouds
463,Esperance,AU,-33.8667,121.9,62.58,57,5,19.71,clear sky
464,Vandra,EE,58.6481,25.0361,82.18,36,13,4.25,few clouds
465,Amur,RU,54.0,128.0,71.33,68,12,4.99,few clouds
466,Shache,CN,38.4167,77.2406,104.29,12,0,10.6,clear sky
467,Laguna,US,38.421,-121.4238,82.2,56,1,1.01,clear sky
468,Olonets,RU,60.9847,32.9698,72.18,54,35,10.04,scattered clouds
469,Luancheng,CN,37.8792,114.6517,89.76,60,99,5.77,overcast clouds
470,Onega,RU,63.9061,38.1404,61.79,61,72,13.53,broken clouds
471,Lumsden,CA,50.6501,-104.8678,60.96,60,18,7.52,few clouds
472,Kutum,SD,14.2,24.6667,79.54,56,85,7.23,overcast clouds
473,Male,MV,4.1748,73.5089,80.13,80,100,6.64,overcast clouds
474,Okha,RU,53.5739,142.9478,67.15,86,98,8.37,overcast clouds
475,Ponnani,IN,10.767,75.9252,83.52,75,90,8.9,overcast clouds
476,Dombas,NO,62.0696,9.1235,69.84,48,7,11.83,clear sky
477,Ouegoa,NC,-20.35,164.4333,69.8,72,45,6.93,scattered clouds
478,Toul,FR,48.6667,5.9167,69.4,70,90,12.66,overcast clouds
479,Mangan,IN,27.5167,88.5333,83.28,88,100,4.63,heavy intensity rain
480,Yulara,AU,-25.2406,130.9889,71.44,13,5,6.91,clear sky
481,Ilulissat,GL,69.2167,-51.1,46.42,66,75,4.61,broken clouds
482,Hualmay,PE,-11.0964,-77.6139,62.11,88,17,8.68,few clouds
483,Puerto Suarez,BO,-18.95,-57.8,67.46,52,4,2.19,clear sky
484,Salinopolis,BR,-0.6136,-47.3561,77.4,84,29,5.35,scattered clouds
485,Fairbanks,US,64.8378,-147.7164,59.81,79,90,0.0,overcast clouds
486,San Martin,AR,-33.081,-68.4681,41.54,52,0,9.04,clear sky
487,Havoysund,NO,70.9963,24.6622,49.08,75,89,2.95,overcast clouds
488,Aradippou,CY,34.95,33.5917,97.56,73,20,13.0,few clouds
489,Ozernovskiy,RU,51.5,156.5167,60.62,95,87,5.99,overcast clouds
490,Margate,GB,51.3813,1.3862,70.3,85,54,3.0,broken clouds
491,Sayyan,YE,15.1718,44.3244,73.08,40,72,9.1,broken clouds
492,Roros,NO,62.5747,11.3842,69.64,56,0,5.75,clear sky
493,Macapa,BR,0.0389,-51.0664,78.78,100,40,2.3,scattered clouds
494,Dandong,CN,40.1292,124.3947,84.81,70,100,4.03,overcast clouds
495,Basoko,CD,1.2391,23.616,87.87,48,86,4.36,light rain
496,Saint Anthony,US,45.0205,-93.218,74.8,76,20,1.01,few clouds
497,Emerald,AU,-23.5333,148.1667,64.35,32,48,9.1,scattered clouds
498,Coahuayana,MX,18.7333,-103.6833,76.96,90,54,3.87,broken clouds
499,Belmonte,BR,-15.8631,-38.8828,64.9,86,50,5.84,scattered clouds
500,Airai,TL,-8.9266,125.4092,66.42,61,60,2.19,broken clouds
501,Durban,ZA,-29.8579,31.0292,70.92,55,3,3.0,clear sky
502,Wahpeton,US,46.2652,-96.6059,68.92,88,90,11.5,overcast clouds
503,Juan Lacaze,UY,-34.4342,-57.4381,46.11,76,2,13.29,clear sky
504,Shubarshi,KZ,48.5872,57.1869,83.17,21,0,14.81,clear sky
505,Rundu,NA,-17.9333,19.7667,64.96,31,0,11.39,clear sky
506,Itarema,BR,-2.9248,-39.9167,75.07,81,70,15.52,broken clouds
507,San Vicente,AR,-26.6167,-54.1333,68.47,46,99,7.52,overcast clouds
508,Shahr-E Kord,IR,32.3256,50.8644,89.37,11,40,13.8,scattered clouds
509,Shieli,KZ,44.1667,66.75,99.37,20,0,20.0,clear sky
510,Sabha,LY,27.0377,14.4283,90.5,21,0,12.44,clear sky
511,Clinton,US,42.587,-82.9199,70.12,79,1,3.0,clear sky
512,Tottori,JP,35.5,134.2333,84.27,74,20,5.75,few clouds
513,Iskateley,RU,67.6803,53.1512,49.1,70,100,12.39,overcast clouds
514,Quang Ngai,VN,15.1167,108.8,92.52,52,92,6.44,overcast clouds
515,Atar,MR,20.5169,-13.0499,94.69,23,6,15.3,clear sky
516,Canalete,CO,8.6761,-76.2042,72.66,94,98,2.28,overcast clouds
517,Mercedes,AR,-34.6515,-59.4307,46.83,71,68,7.07,broken clouds
518,Boulder City,US,35.9786,-114.8325,77.65,78,75,5.75,broken clouds
519,Reitz,ZA,-27.8014,28.4273,49.66,27,52,5.03,broken clouds
520,Ziro,IN,27.6333,93.8333,66.94,94,100,2.75,light rain
521,Faridpur,BD,23.6,89.8333,91.4,63,100,8.23,overcast clouds
522,Wairoa,NZ,-39.0333,177.3667,54.61,93,70,4.0,light rain
523,Bulaevo,KZ,54.9056,70.4439,68.07,36,6,19.04,clear sky
524,Bolitoc,PH,15.7395,119.8769,81.97,88,100,14.41,overcast clouds
525,Juneau,US,58.3019,-134.4197,52.84,95,75,3.44,broken clouds
526,Bolshaya Martynovka,RU,47.271,41.6679,91.17,23,0,8.16,clear sky
527,Zyryanka,RU,65.75,150.85,61.27,43,25,6.89,scattered clouds
528,La Ronge,CA,55.1001,-105.2842,53.85,94,75,2.3,fog
529,Levelland,US,33.5873,-102.378,77.2,61,96,5.41,overcast clouds
530,Zhuhai,CN,22.2769,113.5678,92.97,74,20,11.5,few clouds
531,Ukiah,US,39.1502,-123.2078,70.38,55,1,5.75,clear sky
532,Usinsk,RU,65.9939,57.5281,53.92,55,99,15.57,overcast clouds
533,Pishin,PK,30.5803,66.9961,100.26,9,2,6.15,clear sky
534,Zapolyarnyy,RU,69.4154,30.8136,51.08,65,98,14.07,overcast clouds
535,Katsuura,JP,35.1333,140.3,84.11,77,100,18.77,heavy intensity rain
536,Labytnangi,RU,66.6572,66.4183,59.97,43,56,7.34,broken clouds
537,Manoel Urbano,BR,-8.8389,-69.2597,70.83,83,57,2.48,broken clouds
538,Taksimo,RU,56.3444,114.8794,79.43,32,10,3.96,clear sky
539,Omsukchan,RU,62.5333,155.8,51.96,99,100,7.14,moderate rain
540,Maragogi,BR,-9.0122,-35.2225,73.36,86,64,9.4,broken clouds
541,Hami,CN,42.8,93.45,100.22,9,2,9.15,clear sky
542,Iracoubo,GF,5.4802,-53.2011,75.43,91,32,5.39,scattered clouds
543,Kenai,US,60.5544,-151.2583,53.1,87,1,12.66,clear sky
544,Soure,BR,-0.7167,-48.5233,78.19,81,56,5.86,broken clouds
545,Xining,CN,36.6167,101.7667,70.99,46,81,4.65,broken clouds
546,Novyy Urengoy,RU,66.0833,76.6333,53.17,85,100,9.75,moderate rain
547,Amapa,BR,1.0,-52.0,68.45,99,37,1.03,scattered clouds
548,Marienburg,PL,54.0359,19.0266,74.88,69,100,10.4,overcast clouds
549,Ihosy,MG,-22.4,46.1167,66.61,51,17,14.18,few clouds
550,Mount Gambier,AU,-37.8333,140.7667,53.51,94,90,9.22,light rain
551,Cuenca,EC,-2.8833,-78.9833,50.95,95,97,1.34,overcast clouds
552,Saceni,RO,44.2333,25.0667,84.07,34,2,7.43,clear sky
553,Gijon,ES,43.5357,-5.6615,73.45,75,19,1.99,few clouds
554,Mocuba,MZ,-16.8392,36.9856,68.85,70,88,7.83,light rain
555,Mount Pleasant,US,32.7941,-79.8626,78.98,95,75,1.99,broken clouds
556,Flin Flon,CA,54.7682,-101.865,49.82,80,40,3.38,scattered clouds
557,Talara,PE,-4.5772,-81.2719,65.95,86,38,16.17,scattered clouds
558,Kovdor,RU,67.5662,30.4758,57.13,50,25,10.09,scattered clouds
559,Davila,PH,18.4726,120.5763,82.42,88,99,26.6,moderate rain
560,Yuzhno-Kurilsk,RU,44.0306,145.8556,65.08,97,51,6.38,broken clouds
561,San Roque,ES,36.2107,-5.3842,79.61,73,75,11.5,broken clouds
562,Altoona,US,40.5187,-78.3947,69.24,92,100,2.46,overcast clouds
563,Khandbari,NP,27.3747,87.2039,80.94,81,100,3.83,light rain
564,Luocheng,CN,29.3848,104.0286,83.48,78,65,5.23,light rain
565,Cabedelo,BR,-6.9811,-34.8339,72.27,82,20,12.71,few clouds
566,Datong,CN,40.0936,113.2914,82.65,39,96,9.1,moderate rain
567,Maple Creek,CA,49.9168,-109.4848,66.25,45,1,2.3,clear sky
568,Kikwit,CD,-5.041,18.8162,90.3,17,91,7.65,overcast clouds
569,Magistralnyy,RU,56.1725,107.4458,84.96,28,60,4.14,broken clouds
570,Lianyuan,CN,27.6883,111.6642,91.67,54,28,5.86,scattered clouds
571,Kamogawa,JP,35.1,140.1,84.06,71,100,14.85,heavy intensity rain
572,Santiago Tuxtla,MX,18.4667,-95.3,71.17,85,0,1.57,clear sky
573,Kaohsiung,TW,22.6163,120.3133,90.09,87,75,8.99,broken clouds
574,Banda Aceh,ID,5.5577,95.3222,86.7,65,97,15.77,overcast clouds
575,Sorland,NO,67.667,12.6934,57.27,84,99,5.5,overcast clouds
576,Semirom,IR,31.4167,51.5667,81.36,12,0,20.15,clear sky
577,Olinda,BR,-8.0089,-34.8553,73.13,83,75,5.75,broken clouds
578,Huambo,AO,-12.7761,15.7392,67.71,29,70,8.28,broken clouds
579,Vuktyl,RU,63.8567,57.3094,54.77,53,100,9.35,overcast clouds
580,Nelson Bay,AU,-32.7167,152.15,60.01,65,0,1.99,clear sky
581,South River,US,40.4465,-74.386,75.2,91,100,1.01,overcast clouds
582,Turukhansk,RU,65.8167,87.9833,86.79,36,100,15.01,overcast clouds
583,Storforshei,NO,66.4043,14.5233,67.78,68,0,3.44,clear sky
584,Ternate,ID,0.8,127.4,82.6,74,97,8.48,overcast clouds
585,Niquero,CU,20.0431,-77.5828,78.12,84,56,5.37,broken clouds
586,Abu Samrah,SY,35.3029,37.1841,94.84,25,0,6.55,clear sky
587,Ulladulla,AU,-35.35,150.4667,58.08,61,100,12.71,overcast clouds
588,Acapulco,MX,16.8634,-99.8901,79.23,87,98,5.01,overcast clouds
589,Corpus Christi,US,27.8006,-97.3964,82.4,92,40,1.99,scattered clouds
590,San Nicolas,PH,18.1725,120.5953,82.06,88,94,21.47,light rain
591,Whitehorse,CA,60.7161,-135.0538,57.97,54,90,9.22,overcast clouds
592,Ancud,CL,-41.8697,-73.8203,35.13,73,60,8.08,broken clouds
593,Isiro,CD,2.7739,27.616,73.29,90,83,3.4,moderate rain
594,Chornukhy,UA,50.2673,32.942,82.72,41,4,5.5,clear sky
595,Teeli,RU,51.0333,90.2333,79.81,36,76,9.08,broken clouds
596,Tuatapere,NZ,-46.1333,167.6833,48.81,94,100,8.14,overcast clouds
597,Port Keats,AU,-14.25,129.55,77.23,77,43,8.28,scattered clouds
598,Galich,RU,58.3797,42.3475,75.47,37,24,10.56,few clouds
599,Askarovo,RU,53.3372,58.5089,67.15,37,75,4.47,broken clouds
600,Vera Cruz,BR,-12.6333,-41.0333,62.17,97,20,1.92,few clouds
601,Iskilip,TR,40.7353,34.4739,80.19,39,10,5.21,clear sky
602,Meadow Lake,US,34.8014,-106.5436,71.08,69,100,4.05,overcast clouds
603,Dumai,ID,1.6833,101.45,90.25,56,96,1.83,overcast clouds
604,Videira,BR,-27.0083,-51.1517,54.46,87,61,3.27,broken clouds
605,Lagoa,PT,39.05,-27.9833,69.22,80,99,10.22,overcast clouds
606,Daragutan,PH,17.0,122.0333,85.01,74,100,4.85,overcast clouds
607,Talcahuano,CL,-36.7167,-73.1167,42.48,81,0,4.61,clear sky
608,Minjur,IN,13.2667,80.2667,96.82,38,82,9.89,broken clouds
609,Lichinga,MZ,-13.3128,35.2406,60.89,55,75,16.11,broken clouds
610,Yar-Sale,RU,66.8333,70.8333,60.62,52,98,9.98,overcast clouds
611,Walvis Bay,NA,-22.9575,14.5053,83.35,20,0,36.82,clear sky
612,Berlevag,NO,70.8578,29.0864,44.55,81,75,14.97,broken clouds
613,Huzhou,CN,30.8703,120.0933,78.37,96,100,19.35,light rain
614,Bafia,CM,4.75,11.2333,74.8,79,88,4.54,overcast clouds
615,Srednekolymsk,RU,67.45,153.6833,57.87,41,1,11.83,clear sky
616,Griffith,US,41.5284,-87.4237,73.02,93,1,0.0,clear sky
617,Bud,US,39.447,-86.1758,73.58,93,85,4.34,overcast clouds
618,Bisira,PA,8.5196,-81.7115,58.68,96,100,2.06,overcast clouds
619,Wajir,KE,1.7471,40.0573,85.06,34,40,25.5,scattered clouds
620,Hadejia,NG,12.4498,10.0444,78.57,75,100,15.19,overcast clouds
621,Cururupu,BR,-1.8283,-44.8683,72.84,94,73,3.18,broken clouds
622,Ramanuj Ganj,IN,23.8,83.7,86.18,68,99,9.69,moderate rain
623,Vostok,RU,46.4856,135.8833,80.26,71,100,1.36,light rain
624,Strezhevoy,RU,60.7333,77.5889,55.38,93,100,11.45,overcast clouds
625,Kargopol,RU,61.5071,38.9456,67.41,61,92,6.96,overcast clouds
626,Nagato,JP,34.3833,131.2,84.15,75,0,6.89,clear sky
627,Shellbrook,CA,53.2168,-106.4011,58.23,59,100,6.31,overcast clouds
628,Montbrison,FR,45.6667,4.0833,71.78,65,94,0.81,overcast clouds
629,Am Timan,TD,11.0297,20.2827,78.58,69,100,6.26,overcast clouds
630,Storsteinnes,NO,69.2408,19.2344,57.38,81,100,0.89,overcast clouds
631,Shingu,JP,33.7333,135.9833,84.9,77,47,7.54,scattered clouds
632,Panaba,MX,21.2833,-88.2667,73.69,94,13,5.3,few clouds
633,Kudahuvadhoo,MV,2.6708,72.8944,81.21,70,100,3.18,overcast clouds
634,Taoudenni,ML,22.6783,-3.9836,105.87,5,5,11.88,clear sky
635,Jalu,LY,29.0331,21.5482,85.51,35,0,6.73,clear sky
636,Kasongo-Lunda,CD,-6.4667,16.8167,86.18,22,99,7.61,overcast clouds
637,San Carlos De Bariloche,AR,-41.1456,-71.3082,26.35,68,0,0.0,clear sky
638,Port Macquarie,AU,-31.4333,152.9167,57.16,58,5,3.29,clear sky
639,Agadir,MA,30.4202,-9.5982,70.25,63,2,4.68,clear sky
640,Katangli,RU,51.7102,143.2326,72.57,81,100,3.53,overcast clouds
641,Bukachacha,RU,52.9833,116.9167,68.16,56,65,12.86,broken clouds
642,Yumen,CN,40.2833,97.2,91.65,12,93,20.38,overcast clouds
643,Brasilia De Minas,BR,-16.2064,-44.4333,57.87,77,0,9.1,clear sky
644,Catamarca,AR,-28.4696,-65.7852,50.77,70,0,0.67,clear sky
645,Mizan Teferi,ET,6.9833,35.5833,62.17,92,100,0.47,overcast clouds
646,Zhangye,CN,38.9342,100.4517,91.72,12,86,13.96,overcast clouds
647,Port Hedland,AU,-20.3167,118.5667,75.25,35,91,11.5,overcast clouds
648,Pak Chong,TH,14.708,101.4161,76.15,87,100,7.92,overcast clouds
649,Lazaro Cardenas,MX,17.9583,-102.2,78.3,90,81,3.02,broken clouds
650,Lethem,GY,3.3803,-59.7968,72.72,93,100,4.81,overcast clouds
651,Dargaville,NZ,-35.9333,173.8833,53.91,87,100,13.67,heavy intensity rain
652,Stranraer,GB,54.9023,-5.0273,66.47,90,79,9.71,broken clouds
653,Shitanjing,CN,39.2342,106.3439,82.63,27,70,7.94,light rain
654,Kadaya,RU,50.9327,119.2911,68.68,81,4,9.78,clear sky
655,Ngaoundere,CM,7.3167,13.5833,67.46,94,100,6.13,light rain
656,Gat,IL,31.61,34.7642,92.39,47,2,11.74,clear sky
657,Husavik,IS,66.0449,-17.3389,55.31,54,4,11.07,clear sky
658,Newark,US,40.7357,-74.1724,75.25,89,90,3.44,mist
659,Zalari,RU,53.5584,102.5065,81.03,37,100,9.48,overcast clouds
660,Wagga Wagga,AU,-35.1167,147.3667,50.41,100,100,4.61,light rain
661,Ewa Beach,US,21.3156,-158.0072,80.55,73,1,11.99,clear sky
662,Smolenka,RU,52.1352,113.4974,69.87,68,40,2.24,scattered clouds
663,Kodinsk,RU,58.6881,99.1844,90.79,26,10,7.4,clear sky
664,Tingo Maria,PE,-9.2895,-76.0088,66.27,83,26,2.15,scattered clouds
665,Fairmont,US,39.4851,-80.1426,72.27,96,100,2.44,overcast clouds
666,Hornepayne,CA,49.2138,-84.7705,53.55,97,56,1.3,broken clouds
667,Basco,PH,20.4487,121.9702,82.74,88,99,27.94,overcast clouds
668,Valparaiso,CL,-33.0393,-71.6273,53.47,91,40,0.0,scattered clouds
669,Inhambane,MZ,-23.865,35.3833,73.38,56,75,11.5,light rain
670,Umm Kaddadah,SD,13.6017,26.6876,83.97,53,100,13.35,overcast clouds
671,Charters Towers,AU,-20.1,146.2667,64.24,27,86,8.77,overcast clouds
672,Lusambo,CD,-4.9667,23.45,87.3,22,64,7.58,broken clouds
673,Karasjok,NO,69.4719,25.5112,48.31,77,100,5.61,overcast clouds
674,Muros,ES,42.7762,-9.0603,71.24,75,13,6.04,few clouds
675,Ejea De Los Caballeros,ES,42.1263,-1.1372,73.85,44,13,12.3,few clouds
676,San Joaquin,US,37.9333,-121.3011,77.11,50,1,6.91,clear sky
677,Arinos,BR,-15.9169,-46.1056,55.65,58,2,2.35,clear sky
678,Douentza,ML,14.9951,-2.9517,89.58,46,55,8.16,broken clouds
679,Mirnyy,RU,62.5353,113.9611,86.25,30,0,4.76,clear sky
680,Yuncheng,CN,35.0231,110.9928,80.71,75,66,15.5,broken clouds
